AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WI,WV,WY
135765 ,1717854 ,295254 ,137732 ,423970 ,269601 ,14357 ,6447 ,177 ,170304 ,153909 ,28311 ,216446 ,149998 ,94321 ,145743 ,213096 ,104659 ,134264 ,91646 ,32133 ,27336 ,250494 ,225171 ,125434 ,180533 ,380838 ,200345 ,286351 ,24216 ,22588 ,314915 ,141299 ,139389 ,183112 ,116096 ,181035 ,254805 ,119283 ,4002 ,82932 ,199731 ,109151 ,695621 ,219887 ,24901 ,110785 ,184665 ,169639 ,62755 ,253336 
